well,condition,tile,filename,index,N_voxels,Area,Volume,shape_factor,Xc,Yc,Zc,Rg,EquivDiameter,Solidity,PrincipalAxisLengthRatio_1,PrincipalAxisLengthRatio_2,Ellipticity,Oblateness,N_voxels_collar,distance_from_sup_centre,number_of_neighbours,average_distance_to_neighbour,minimal_distance_to_neighbour,is_internal,Mean_nuc_sensor,Std_nuc_sensor,Skewness_nuc_sensor,Kurtosis_nuc_sensor,q_25_nuc_sensor,q_50_nuc_sensor,q_75_nuc_sensor,Mean_collar_sensor,Std_collar_sensor,Skewness_collar_sensor,Kurtosis_collar_sensor,q_25_collar_sensor,q_50_collar_sensor,q_75_collar_sensor,Mean_nuc_nucleus,Std_nuc_nucleus,Skewness_nuc_nucleus,Kurtosis_nuc_nucleus,q_25_nuc_nucleus,q_50_nuc_nucleus,q_75_nuc_nucleus,Mean_collar_nucleus,Std_collar_nucleus,Skewness_collar_nucleus,Kurtosis_collar_nucleus,q_25_collar_nucleus,q_50_collar_nucleus,q_75_collar_nucleus,Mean_nuc_membrane,Std_nuc_membrane,Skewness_nuc_membrane,Kurtosis_nuc_membrane,q_25_nuc_membrane,q_50_nuc_membrane,q_75_nuc_membrane,Mean_collar_membrane,Std_collar_membrane,Skewness_collar_membrane,Kurtosis_collar_membrane,q_25_collar_membrane,q_50_collar_membrane,q_75_collar_membrane,cyt_nuc_ratio_sensor,cyt_nuc_ratio_membrane,cyt_nuc_ratio_nucleus
E6,60 nm Binimetinib,4,E6_tile_4_fused_tp_0,30,2697,989.4706,2297,1.1753,137.1565,143.3259,217.6589,7.0806,17.2701,0.90261,0.80281,0.61263,1.413,0.67964,1024,35.1203,8,30.2139,19.22,0,2103.6968,434.506,-0.26683,2.4587,1793.75,2145,2423.5,1356.8223,391.6185,0.062926,1.983,1044,1330.5,1675,2620.1729,889.6113,0.17819,2.3816,1954.75,2580,3259.25,836.1533,371.3686,0.46591,2.15,523.5,768,1124,344.2677,136.8292,1.218,3.9983,245,302,409,481.1641,227.1399,0.58756,2.5521,293,435,646.5,0.38282,0.59023,0.22939
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,1,7269,1945.1411,6538.3333,1.1503,167.0537,139.5339,162.248,9.8063,24.034,0.92895,0.74762,0.58455,1.5013,0.66897,1756,32.692,10,35.4547,25.7869,0,1202.7065,163.6074,-0.95873,3.6776,1112,1241,1321,1040.8451,305.1793,-0.41443,2.3459,815.5,1116,1263,3555.4346,1014.8601,-0.24642,2.4531,2853,3659,4298,898.1594,442.0779,1.1463,3.7391,591,775.5,1059.5,127.4677,65.8752,1.8023,7.7333,81,116,152,232.5444,89.7154,1.381,4.2433,173,202,258.5,0.47348,0.63522,0.17488
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,2,3897,1228.0282,3405.6667,1.1218,128.3439,129.2215,162.2399,7.7013,19.5244,0.92631,0.80103,0.76997,1.2731,0.85503,1201,32.7601,7,30.9113,20.7422,0,1608.4668,226.3551,-1.4003,4.8226,1524,1669,1761.25,1210.9501,364.6525,-0.74896,2.395,946.5,1338,1474,3778.3008,1393.3231,-0.03324,2.1218,2594,3905,4857,736.2872,348.4133,0.81747,3.6672,507,683,930.25,344.5781,177.7357,1.0842,4.0013,210,295,452,541.0716,271.0743,0.94849,3.2731,314.75,458,712.25,0.44496,0.60823,0.14887
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,3,2833,978.3711,2443.6667,1.1151,135.8052,147.0685,169.8634,7.0031,17.5556,0.93622,0.81081,0.66662,1.3537,0.73626,975,22.3291,10,26.434,18.9073,1,1779.3368,218.5284,-0.42038,2.632,1616.75,1803,1955,1233.2174,184.1795,-1.2335,4.41,1188,1267,1347,3375.8347,895.0428,-0.095152,2.4759,2713,3433,4011.25,944.4349,370.8047,0.55487,2.4136,661.25,855,1226.75,340.1317,157.8448,1.0982,3.7052,221,292,427,633.1169,256.8525,0.44622,2.347,406,613,822,0.4127,0.67735,0.19939
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,4,3732,1196.0401,3262.8333,1.1243,155.7945,117.395,172.1969,7.6826,19.2448,0.93347,0.87187,0.66991,1.2972,0.71577,1192,28.1206,11,30.7294,20.3122,0,2048.552,369.8828,-0.12434,2.4327,1785,2058,2317.5,1376.3826,336.9447,-0.53271,2.8209,1174,1408,1631,4083.3884,1547.0227,0.20745,2.2433,2779,4064.5,5262,923.3759,355.1105,0.19231,2.2151,632,902,1208.5,250.2133,116.868,1.0763,3.6303,161,218,315,439.7676,174.815,0.42559,2.5532,296.5,422.5,568,0.40623,0.65964,0.18162
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,5,2268,848.2618,1920.5,1.1353,123.6887,160.5331,175.284,6.5683,16.301,0.92534,0.88424,0.62663,1.3237,0.66512,903,33.7811,6,29.9508,18.9073,0,1486.2579,268.1981,-0.11251,2.1735,1281,1493,1696,1022.7143,205.4191,0.25409,2.5271,856,1022,1175.75,3188.9983,1221.2522,-0.19045,1.8564,2128,3374.5,4256,601.4286,313.414,0.90956,3.2861,367,528,777,292.9136,168.3746,1.5287,5.5636,176,248,360.5,598.825,298.8309,0.97858,3.1017,357.25,500,786.75,0.40636,0.66845,0.1353
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,6,2508,913.6546,2138.8333,1.1381,134.9119,130.5997,181.8664,6.7149,16.8568,0.91499,0.8242,0.70494,1.3079,0.77288,928,15.4518,10,22.7042,16.2737,1,429.069,108.9841,1.6175,6.8267,355.5,409,472,513.6487,219.0577,1.1274,3.9629,338.5,472,618.5,3837.4648,1198.8411,0.90617,4.5427,2947.5,3736,4516,1069.5614,363.9666,0.00024967,2.5841,812,1077,1330.5,239.6882,99.8061,1.3344,4.9396,166,216.5,284,413.1918,139.5573,0.94664,3.578,307.5,383,488.5,0.53575,0.63887,0.22377
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,7,2166,843.748,1802,1.1782,173.7645,121.1879,180.873,6.5157,16.0529,0.89652,0.79864,0.70663,1.3287,0.78574,781,33.2248,6,23.8627,13.5573,0,1465.1888,175.9689,-0.10326,2.6703,1343,1472.5,1585,1195.2113,208.6448,0.075202,2.299,1033.5,1201,1341,3286.4253,955.5436,-0.067468,2.3096,2588,3328.5,4015,957.4622,380.1966,0.86265,3.5785,695.5,886,1179,189.4977,81.6621,0.82592,2.8448,124,167,242,323.6351,118.0956,0.16869,1.8719,214,322,425,0.44922,0.65849,0.21023
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,8,4996,1458.8265,4412,1.1214,145.3847,169.5624,182.951,8.4138,21.21,0.9307,0.82742,0.69617,1.3127,0.76191,1445,30.9908,8,30.13,19.9871,0,1560.6864,144.1659,-0.28937,3.4982,1475,1562,1656,1307.8713,189.5956,-0.8039,3.4213,1221.75,1347,1430,2658.5894,808.0166,-0.10661,2.5424,2075.5,2730.5,3232,616.7066,226.0128,0.44085,2.761,447,593,768,111.0362,79.7896,2.0901,8.4133,59,89,131,271.6457,215.4004,1.41,3.8066,127,163,354.5,0.46305,0.64683,0.17843
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,9,2149,862.768,1809.8333,1.2013,153.1815,151.201,181.7045,6.7134,16.0108,0.89841,0.78143,0.52209,1.5343,0.58615,869,15.1642,11,25.1163,16.9709,1,2070.1084,317.2757,0.12119,2.0034,1804.75,2060,2327.25,1385.222,114.4201,-0.004942,3.2326,1316,1393,1454,3623.1238,1107.7761,0.27391,2.264,2692,3575,4502,1023.1266,283.0494,0.18927,2.4004,817.75,1002,1229.5,282.4942,82.1001,0.7961,3.3457,220,268,336,508.4315,132.1547,0.19878,2.4694,400.75,515,593.25,0.40342,0.65773,0.21892
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,10,2850,1017.4003,2454.6667,1.1561,170.6604,144.8933,187.2126,7.167,17.5907,0.91965,0.87902,0.59661,1.3554,0.63502,934,24.8535,10,26.1753,17.9592,0,1876.1407,286.5837,-0.038569,2.2917,1651,1885,2099,1262.4978,167.6166,0.059278,3.0208,1143,1272.5,1369,3959.1824,1226.005,0.042872,2.445,2960,4054,4850,1036.5214,448.7498,0.57852,2.655,671,974,1336,230.3088,79.8674,0.55285,2.6383,168,217,286,357.1799,95.6439,0.11335,2.4321,280,357,430,0.40301,0.62195,0.19372
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,11,2794,1012.4324,2358,1.1817,116.2946,134.9653,194.4302,7.2341,17.4747,0.92517,0.71588,0.57058,1.5547,0.66506,865,31.2348,9,27.6837,12.5951,0,1170.01,164.1876,-0.45143,2.6886,1069,1194,1289,862.6254,251.0563,0.67269,3.1271,668.75,834,1001,3256.6941,1041.051,-0.047626,2.0985,2419,3310,4074,844.5665,313.1869,-0.17049,2.6266,651,868,1061.5,195.951,109.6154,1.451,5.2763,116,164,247,348.7422,182.4478,0.92265,3.032,198,293,466.25,0.41124,0.64114,0.20775
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,12,2568,1005.2361,2163.1667,1.2428,123.2013,150.8049,191.7601,7.2592,16.9902,0.88308,0.80334,0.48065,1.5576,0.53307,943,26.4802,8,24.143,17.485,0,2113.9221,417.519,0.11542,2.6925,1815,2100,2409,1295.6448,309.3293,-0.34919,2.6557,1062,1357,1511,4105.293,1571.5759,0.62745,3.0575,2831.5,3936.5,5158,1048.3839,390.6277,-0.11983,2.5403,774,1056,1355.5,474.7808,174.1122,1.3555,5.7793,348,439,559,695.1803,167.0263,0.63031,3.2507,574.25,685,786,0.39254,0.60943,0.21152
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,13,1932,789.5392,1597,1.195,119.5745,122.8069,194.662,6.6221,15.4526,0.93559,0.62954,0.50094,1.7692,0.61482,665,32.1886,9,30.258,12.5951,0,1127.2639,216.487,-0.35778,2.4645,975,1153,1293,770.1098,276.0642,0.72141,3.3308,539,770,902.25,2873.0139,1065.6073,-0.0072868,1.8381,1951.5,2929,3777.5,705.0646,270.0578,1.1263,4.7578,526,678,808.25,172.1346,109.8694,2.0247,7.2719,102,137,187,267.3579,149.116,1.2564,3.6886,161,204,340.5,0.40042,0.59824,0.18797
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,14,640,355.9842,487.3333,1.1887,147.9844,133.5172,191.1094,4.3517,10.692,0.89385,0.78347,0.70316,1.3453,0.78853,346,6.5884,12,24.3922,8.5141,1,1605.975,204.6686,0.16741,2.6159,1454.5,1601,1751,1138.9307,188.2451,-0.57243,2.9265,996,1181,1276,2549.3547,513.8795,0.13632,2.2057,2158.5,2532,2948,1114.0549,325.1824,0.67032,3.1943,871,1080.5,1305,279.3484,59.1399,0.85281,3.9765,237,273,310,428.2081,116.2629,1.2165,4.5902,345,393,494,0.42451,0.59009,0.2991
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,15,3551,1179.8754,3088.3333,1.1505,143.6528,114.0887,199.7026,7.6442,18.9286,0.9245,0.79067,0.63047,1.4073,0.70417,1177,27.768,7,28.2886,21.6812,0,1655.6852,249.6763,0.034008,2.1094,1456,1646,1860,1142.045,172.2239,-0.24831,2.6285,1017.25,1158,1270,3492.2812,1542.2098,0.28062,1.8871,2073.25,3315,4786.5,697.0442,187.6367,0.39061,3.5741,577.75,684,811,321.955,140.9895,1.229,4.6754,216.25,287,397,445.4554,165.6496,1.1517,4.7097,316,408,545.25,0.41298,0.58705,0.17104
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,16,2305,859.0985,1950,1.1382,173.0664,118.3015,194.1011,6.5214,16.3892,0.93509,0.99627,0.74765,1.1468,0.74905,743,34.2332,8,29.5184,13.5573,0,1451.0798,271.8198,-0.030497,2.5229,1252,1467,1634.25,1082.2948,258.7217,-0.44911,2.3351,903.25,1135,1281,3408.8459,1406.2491,0.45343,2.473,2270.25,3233,4442.75,839.9583,327.63,0.89213,3.242,599.25,750,1033,137.1393,65.9297,2.6218,13.9954,94,124,159.25,244.7551,99.5235,1.7453,6.5455,175,219,277,0.4362,0.63848,0.1883
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,17,403,250.7623,293.5,1.1741,146.6725,141.4318,193.9603,3.704,9.1644,0.90562,0.90198,0.70445,1.245,0.74076,237,6.7431,12,23.3735,8.5141,1,1726.4342,148.3032,0.088661,2.1462,1613.25,1720,1840,1339.6498,129.3665,-0.87822,4.304,1278,1360,1419,2515.5459,384.6189,0.57878,2.7615,2229,2476,2760.75,1399.038,289.9,-0.43723,2.5684,1216,1425,1597,252.1638,39.8951,0.31815,2.5463,220,251,279.75,354.5823,54.9801,0.0083496,2.4379,313,357,393,0.44156,0.58717,0.36529
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,18,3336,1290.4232,2821.5,1.3364,166.5695,163.6307,203.6169,8.2604,18.5386,0.83651,0.851,0.43262,1.5581,0.46744,1295,35.5529,9,33.6413,25.2373,0,1274.8357,333.4619,-0.052361,2.8111,1052.5,1275,1509,690.668,257.161,-0.10883,2.1445,482.25,716,884,2211.8223,1087.6906,0.68078,2.8295,1265,2002.5,3015,422.6309,99.5742,0.21246,2.9938,354.25,420,488.75,262.3906,96.2565,1.2124,4.7777,193,243,309,348.9514,139.0464,1.0875,4.4878,255.25,317,418,0.35962,0.56607,0.17337
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,19,2841,1015.4818,2431.3333,1.1613,136.3284,150.6132,204.4597,7.2061,17.5721,0.91204,0.66978,0.59989,1.5752,0.71853,936,22.8297,8,25.7061,17.3648,0,1774.1979,271.6642,-0.24819,2.6109,1582,1781,1987,1209.7201,230.3933,-0.74611,3.1325,1093.5,1256.5,1374,3460.1235,1115.3358,0.02189,2.2531,2574.75,3497,4327.5,953.6945,400.3519,0.68554,3.1458,644,882,1210.5,174.2172,100.5448,2.0448,8.0028,108,143,200.25,263.0577,145.7867,1.2372,4.2404,151.5,215,341,0.41366,0.60056,0.20142
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,20,3144,1080.5582,2713.5,1.1485,168.7478,136.3753,202.9071,7.3124,18.1758,0.91689,0.75031,0.6665,1.4116,0.76158,1050,27.0526,8,25.0714,17.9592,0,1969.3588,319.6513,0.22625,2.6039,1727.5,1942,2199.5,1344.7581,225.7706,-1.0026,3.7389,1253,1387,1505,3519.3501,1219.4391,0.25874,2.3961,2546,3456.5,4468,940.2943,378.4312,0.96737,3.7584,659,877,1133,164.7672,67.2861,1.5423,5.9745,118,146,194,270.3791,110.2598,0.51122,2.4395,173,258.5,347,0.41664,0.63906,0.20238
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,21,3008,1039.4349,2595,1.1382,146.4671,140.375,214.3235,7.1947,17.9099,0.91707,0.85297,0.65298,1.3281,0.70479,1014,26.6721,9,29.3857,17.4616,0,1483.9857,320.6041,-0.3883,2.7532,1286,1511.5,1717,981.996,330.3761,-0.50463,1.9751,698,1069.5,1248,3007.1912,1137.6707,0.11385,1.9658,2030,3002.5,3914.5,763.071,270.0181,1.3309,4.7296,577,692.5,872,142.391,46.0579,1.0127,4.1523,108,135,167,204.5207,71.7814,0.92286,3.7826,153,191,244,0.41437,0.58589,0.18742
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,1,2285,870.5648,1934.3333,1.1596,150.8521,138.1746,185.3755,6.5972,16.3416,0.90495,0.84911,0.63516,1.3475,0.68698,739,29.531,9,24.8808,16.1161,0,1591.9299,159.9597,-0.82227,3.4455,1500,1622,1710,1316.5494,335.5493,-0.39182,1.9559,1053.25,1372,1612.75,2982.1694,921.7816,0.14282,2.4045,2266,2980,3649.5,748.2706,337.8774,1.184,4.0503,505,638,947.25,151.0967,69.6291,2.8669,15.0705,109,135,170,259.5102,100.9343,2.085,7.7933,196,232,278.75,0.45825,0.63215,0.17634
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,2,2159,888.4397,1803.6667,1.2399,136.7466,147.0894,188.528,6.6633,16.0356,0.87871,0.9691,0.58711,1.2852,0.59632,757,27.8904,7,20.9146,13.9687,0,1701.7147,130.2348,-0.68744,3.8653,1629,1715,1790,1426.4742,262.5909,-1.0283,3.1942,1306.75,1499,1625,3333.7527,1043.5078,0.016733,2.2471,2548,3308,4148,749.2946,403.7687,0.71561,2.5808,423.75,646,1022.25,204.8601,175.0054,2.3154,8.5113,103,144,220,373.6962,263.4465,1.8466,5.7424,213,260,425,0.4664,0.64356,0.16338
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,3,2400,893.2328,2044.6667,1.1466,157.2663,151.2483,192.2796,6.7004,16.6113,0.92095,0.76406,0.64241,1.422,0.72833,715,26.6574,9,23.0867,14.1168,0,1716.3287,134.753,-0.8442,4.2394,1640,1735,1808,1470.7539,277.2068,-0.81217,2.9046,1317.75,1544,1684,3360.6726,1044.3282,-0.015863,2.2522,2532,3367.5,4150,825.8056,392.7121,0.60313,2.543,499.5,740,1108.75,190.1087,118.308,1.9093,6.1512,115,148,210.5,306.3441,136.9406,1.3021,4.0299,207.25,264,355,0.47088,0.64078,0.18016
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,4,2334,885.8461,1974.3333,1.1639,126.8899,140.524,197.1183,6.8287,16.4576,0.9103,0.6464,0.56445,1.6517,0.68568,863,25.5891,9,25.7613,14.6305,0,1262.9777,149.5081,-1.3411,6.6097,1197,1283,1352,1025.8354,315.1438,-0.64562,3.118,841.5,1056,1277,3983.5896,1591.0444,-0.058696,1.9086,2562,4126,5283,656.6014,314.9212,0.32434,2.1876,377.25,628,903.5,380.0356,174.4625,0.73095,2.9301,240,349,489,685.6489,245.3782,1.1109,5.1905,508,663,808.75,0.45147,0.65514,0.1321
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,5,716,384.2077,552,1.1807,144.6243,157.338,193.8226,4.5157,11.0995,0.88395,0.87113,0.65689,1.3089,0.70213,333,25.9243,8,23.229,13.9687,0,1761.8729,114.8475,-0.38846,3.3912,1693.5,1771.5,1838.5,1568.0781,157.6474,-0.50882,2.6949,1473,1590,1685.25,2588.9092,744.7316,0.23383,2.5567,2073,2551,3070.5,833.4084,414.7693,0.251,2.505,457,866,1117.25,139.8687,50.5756,1.1462,3.7894,103,126,164,234.018,70.53,0.62834,2.6596,182,219,282.5,0.473,0.63478,0.25344
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,6,2652,947.3195,2277.3333,1.1317,154.2613,123.394,196.529,6.9171,17.1735,0.9276,0.84091,0.63121,1.3586,0.68576,915,26.7073,10,26.5389,18.8279,0,1191.7327,124.2963,-1.4967,6.4626,1143,1214,1274,1001.4852,249.486,-0.96012,3.2632,873.25,1096,1161,3163.2354,1171.9957,0.068027,2.1564,2164,3233.5,4042.5,629.3596,225.82,0.54871,2.6029,455,581,783.75,156.4065,77.1597,1.5106,6.5839,100,142,190.5,342.4557,146.9399,0.91614,3.1038,220,302,437,0.47446,0.68018,0.15231
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,7,2212,851.152,1867.3333,1.1607,135.2021,119.3612,203.123,6.5796,16.1657,0.90656,0.78765,0.59228,1.4494,0.66264,889,26.9589,9,25.2152,19.989,0,1302.6962,164.2235,-0.74428,3.5589,1208.5,1320,1424,991.5186,226.4689,-1.3307,4.1948,909.75,1066,1140,2823.0005,1062.1591,0.09042,2.1811,1944.5,2836.5,3652.5,590.9617,287.4285,0.73726,2.8515,373,535,760.25,203.3219,99.0125,1.2488,4.9106,130.5,182,252,424.8526,176.3934,1.0869,4.4773,285.75,391,528.25,0.44677,0.68237,0.15868
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,8,1269,601.3892,1005.5,1.239,171.435,149.2774,207.9393,5.9262,13.4324,0.89429,0.58148,0.45296,1.9334,0.57283,551,27.5035,7,22.9202,9.9818,0,1252.405,182.587,-0.6264,2.9796,1144.75,1285,1380.5,958.4446,409.2164,-0.16857,1.7906,554.5,1031,1297.5,3317.324,1313.7875,0.18153,2.3225,2193.25,3333,4350,703.2069,355.0839,1.2422,4.7397,448.25,642,885,217.5627,111.6134,1.8665,7.959,139,189,265.25,391.0345,202.22,0.8199,2.7831,229.25,337,527.75,0.44516,0.64068,0.16151
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,9,2358,874.4711,2009.8333,1.1354,131.6565,157.3274,207.3863,6.5977,16.5139,0.92181,0.84807,0.67287,1.315,0.72819,876,22.3633,10,23.3586,18.7654,0,1034.5632,135.0677,0.29864,2.7509,934,1025,1129,1150.6028,200.6152,-0.58238,3.2466,1066,1181.5,1268.5,3100.092,921.1353,0.022381,2.5773,2422,3155,3722,725.8105,353.4595,0.16858,2.058,408.5,737,1005,184.0827,135.2918,1.6478,6.2105,87,138,246,420.774,247.9303,0.67037,2.5414,203,370,600.5,0.53546,0.72835,0.18936
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,10,1038,506.131,813.8333,1.2007,171.8468,139.3651,209.0414,5.5186,12.5622,0.92679,0.52775,0.49174,1.9618,0.64374,477,26.6169,9,23.0239,9.9818,0,1350.9884,171.1652,-0.14443,2.97,1250,1355.5,1466,995.436,337.5536,-0.050095,1.8514,716.75,1020,1311.75,3340.6233,1406.8051,0.055128,1.8626,2075,3366,4567,607.499,252.9157,1.3388,5.154,421,548,733.5,185.132,79.0849,1.7206,9.8932,127,169.5,227,295.0818,101.4023,1.4485,6.6532,230,278,336,0.42938,0.62123,0.14001
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,11,2463,936.2246,2090.1667,1.1842,157.663,153.1555,210.0869,6.8645,16.7554,0.88981,0.85048,0.60992,1.3695,0.6592,835,17.1455,11,21.5007,14.4679,1,1479.3378,194.6081,-0.00078457,2.1745,1324.25,1478,1637,1571.2096,186.2187,-0.32548,2.3879,1431.5,1588,1718,3849.2671,1046.3733,0.40061,3.2402,3105,3804,4485,1021.9557,436.6851,0.5882,3.0079,689,972,1306.5,236.1255,115.4817,1.4226,5.7683,152,211,288,415.3317,126.9101,1.0905,4.6684,330,392,481,0.51794,0.65008,0.20352
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,12,504,314.2232,367,1.2676,142.7004,140.4702,213.0893,4.3164,9.8736,0.85279,0.65925,0.50361,1.7199,0.60703,383,3.5061,17,24.2823,13.3474,1,1071.4801,211.4965,0.63296,3.6358,934.5,1034,1194.5,1223.6815,349.4628,-0.20142,2.5557,1013.5,1263,1448.5,2654.752,753.4343,0.60939,2.539,2023.5,2515,3190,963.0809,279.1292,0.69318,3.0584,756,910,1120,926.7957,217.9457,0.74339,3.2267,768,874.5,1074,810.812,289.9559,1.2472,5.1441,619.5,757,945.25,0.54985,0.46399,0.26569
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,13,2011,795.392,1693.8333,1.1575,153.4993,114.2093,217.9344,6.4556,15.6605,0.9191,0.69962,0.56618,1.58,0.66624,783,28.5537,8,23.0398,18.1553,0,1139.6921,125.2593,-0.90193,3.9863,1079,1160,1226,868.106,284.7956,-0.63441,2.1158,639.75,978,1085.75,2911.2173,1039.4395,0.07276,2.3569,2094.75,2951,3630.25,628.5466,263.2911,1.0421,4.0279,434,582,749.75,130.7549,73.4176,1.7094,6.7824,80,113,156,245.9387,132.6992,1.5596,5.6508,163,198,298.75,0.45744,0.63666,0.16473
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,14,4014,1472.8087,3421.8333,1.3412,119.2606,139.418,223.9006,9.368,19.7179,0.79912,0.49402,0.4148,2.2006,0.55528,1139,28.3362,8,24.2525,10.309,0,732.6407,100.8725,-0.18576,2.6415,665,733,808,521.4478,146.408,-0.36103,2.3972,413.25,536,642.75,2593.3372,693.7891,0.061543,3.1768,2183,2602,3013,742.9227,377.766,0.96198,4.8908,465.5,736,933.75,112.4993,61.6983,1.1508,4.2264,66,97,145,256.9684,118.8738,0.85672,3.0639,161.25,227,334,0.42238,0.70062,0.22049
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,15,1521,680.0079,1235.5,1.2212,171.7587,125.0677,220.977,6.017,14.2685,0.89261,0.7795,0.5008,1.5621,0.56285,706,31.3967,7,24.5422,13.5118,0,800.8008,116.8498,-0.64476,3.4158,730,815,884,595.2111,196.5421,-0.30784,2.0682,437,627,756,1422.6082,438.4219,-0.021519,2.3166,1104,1435,1733.75,401.4603,173.1397,1.0244,3.2809,275,345,488,58.67,20.3416,0.74869,4.148,44,57,71,97.7351,37.7349,1.2595,5.5861,72,92.5,115,0.43481,0.61873,0.19382
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,16,1609,790.9804,1272.1667,1.3931,120.1349,129.1635,223.3045,7.0604,14.5385,0.86227,0.5747,0.32119,2.2324,0.40794,579,29.8906,8,24.7932,10.309,0,732.5985,94.17,-0.53215,2.6709,665,753,801,584.1209,135.3103,0.22128,2.5898,484.25,576,681,2542.2188,664.6024,-0.2531,2.7436,2114.75,2633,3000,742.6131,384.1186,1.0912,3.9,451.25,629,965,111.3903,63.7843,1.5085,5.3322,66,95,136,283.6339,159.6993,1.1077,3.6034,161.25,235,370.75,0.43341,0.71212,0.19283
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,17,2120,818.6575,1791.5,1.1476,159.6703,131.0868,220.5203,6.3648,15.9384,0.89301,0.90805,0.67923,1.26,0.71197,782,18.3857,10,21.1311,13.5118,1,1222.3315,136.2408,0.38553,2.8833,1128,1209,1306,1086.4425,143.0377,-0.36812,2.9034,991,1095,1187,3124.2454,957.3761,0.43407,2.7419,2371,3056,3751.5,884.8836,249.7145,0.89435,4.4109,696,852,1031,131.8674,49.4185,1.1701,4.6557,95,123,155,256.4872,85.9386,1.1208,4.9397,188,235.5,310,0.47526,0.6569,0.21801
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,18,2818,1026.3993,2409.8333,1.1808,134.3715,115.3691,222.6916,7.1901,17.5246,0.89177,0.78478,0.60303,1.4411,0.67574,1005,29.7239,5,19.8365,18.8764,0,1323.4985,126.5378,-0.88402,6.0878,1251,1331,1406,1028.8995,223.5746,-1.6642,5.5632,995,1080,1166,3911.3545,1397.3789,0.04836,2.3009,2766,3972,4948,868.5015,375.1986,0.74632,3.6548,612.5,819,1076,207.7072,88.2815,1.1629,4.2989,142,188,251,378.9144,181.1224,0.61921,2.4232,232,324,524.25,0.44795,0.63281,0.17095
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,19,838,415.2525,656.8333,1.1364,147.7685,151.9821,223.4964,4.6633,11.6972,0.91186,0.85936,0.69469,1.287,0.74724,403,14.1036,11,20.2044,12.3583,1,1049.8031,133.767,0.14816,2.9407,960,1049.5,1134,1136.4442,145.6687,0.43211,2.635,1025.25,1116,1242.75,6762.6719,3605.6177,0.66098,2.321,3602,5893.5,9398,1173.9082,370.3281,0.093595,2.8895,918,1184,1415.75,628.7912,214.5708,0.25682,2.2974,467,600,787,604.0248,210.2227,0.31086,2.8595,465,596,727.75,0.51535,0.49833,0.16729
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,20,812,408.0565,639.6667,1.1366,140.2401,133.2586,224.048,4.7212,11.575,0.91959,0.6946,0.60331,1.5409,0.71203,425,13.9297,12,22.2461,13.3474,1,877.3682,184.2396,0.48196,2.6182,736.5,846.5,1009.5,862.5059,230.9493,0.32801,2.3135,667,855,1029,5754.4434,3321.9253,0.9551,3.065,2926,4781.5,7770,1103.6047,311.7687,0.61962,3.2509,861.75,1066,1299.5,703.1232,205.4105,1.3046,4.5461,556,657,782,877.7365,241.3987,0.37764,2.8095,686,851,1056.25,0.5025,0.56432,0.1823
