well,condition,tile,filename,index,N_voxels,Area,Volume,shape_factor,Xc,Yc,Zc,Rg,EquivDiameter,Solidity,PrincipalAxisLengthRatio_1,PrincipalAxisLengthRatio_2,Ellipticity,Oblateness,N_voxels_collar,distance_from_sup_centre,number_of_neighbours,average_distance_to_neighbour,minimal_distance_to_neighbour,is_internal,Mean_nuc_sensor,Std_nuc_sensor,Skewness_nuc_sensor,Kurtosis_nuc_sensor,q_25_nuc_sensor,q_50_nuc_sensor,q_75_nuc_sensor,Mean_collar_sensor,Std_collar_sensor,Skewness_collar_sensor,Kurtosis_collar_sensor,q_25_collar_sensor,q_50_collar_sensor,q_75_collar_sensor,Mean_nuc_nucleus,Std_nuc_nucleus,Skewness_nuc_nucleus,Kurtosis_nuc_nucleus,q_25_nuc_nucleus,q_50_nuc_nucleus,q_75_nuc_nucleus,Mean_collar_nucleus,Std_collar_nucleus,Skewness_collar_nucleus,Kurtosis_collar_nucleus,q_25_collar_nucleus,q_50_collar_nucleus,q_75_collar_nucleus,Mean_nuc_membrane,Std_nuc_membrane,Skewness_nuc_membrane,Kurtosis_nuc_membrane,q_25_nuc_membrane,q_50_nuc_membrane,q_75_nuc_membrane,Mean_collar_membrane,Std_collar_membrane,Skewness_collar_membrane,Kurtosis_collar_membrane,q_25_collar_membrane,q_50_collar_membrane,q_75_collar_membrane,cyt_nuc_ratio_sensor,cyt_nuc_ratio_membrane,cyt_nuc_ratio_nucleus
B6,DMSO,3,B6_tile_3_fused_tp_0,10,2650,1014.244,2236.5,1.2263,172.7574,116.3977,189.9506,7.1745,17.1692,0.87488,0.89291,0.54931,1.3868,0.58039,906,27.212,6,20.9272,14.1649,0,931.1378,96.8273,0.10445,3.0896,865,931,997,760.5751,82.5216,0.71814,4.6979,705,752.5,809,3959.9287,1286.1335,0.038013,2.4389,3025,3998.5,4862,961.9967,405.4596,0.26975,2.5166,641,938,1275,144.4174,91.5205,1.6756,5.9735,81,114,174,235.9294,88.4402,1.1071,4.6784,169,222,280,0.44699,0.66071,0.19001
B6,DMSO,3,B6_tile_3_fused_tp_0,11,3012,1117.9474,2567.6667,1.2329,136.8443,157.5455,195.5229,7.3074,17.9178,0.8591,0.90242,0.7174,1.2347,0.75419,880,29.5254,10,30.6021,10.4579,0,915.7975,120.0286,-0.66758,4.7061,841,919.5,1000,703.0522,192.3373,-1.0966,3.5518,635.5,754,835,3942.2974,1304.8302,0.049828,2.4145,2995,3972,4858,758.3386,412.8062,1.7511,7.2009,480.5,682.5,904.5,69.2935,77.5217,2.8159,13.7831,22,43,86,181.1114,123.8376,1.7329,6.9209,96,140.5,241,0.45055,0.76567,0.14663
B6,DMSO,3,B6_tile_3_fused_tp_0,12,2624,971.5081,2220.5,1.1803,153.8769,97.8209,195.0312,6.9116,17.1128,0.89894,0.77346,0.73366,1.327,0.82738,763,36.1893,9,34.0157,11.6693,0,1043.3678,121.4106,-0.083042,4.0804,977,1049,1112,777.6461,291.3883,-0.72105,2.2165,580.25,896,986.75,3829.833,1222.113,0.15452,2.969,2980.5,3889.5,4599,911.1861,414.8804,0.85489,3.6382,610.5,839,1150,53.3361,32.2705,0.94037,3.9061,28,47,73,108.2778,41.6646,0.62869,3.2682,79,104,134,0.46067,0.68874,0.17743
B6,DMSO,3,B6_tile_3_fused_tp_0,13,1933,809.0074,1587.6667,1.2292,142.6699,100.5039,196.8691,6.3997,15.4553,0.86604,0.79738,0.61718,1.4139,0.68675,637,35.06,8,36.1144,11.6693,0,1064.5908,148.8665,0.35363,2.8995,960,1053,1155.25,779.314,226.2457,-0.42979,2.3779,647.5,817,949,4139.834,1593.5641,0.4915,3.1712,2932.75,4062,5150.5,811.9561,431.6289,1.9671,8.5744,531.75,722,944,65.2069,42.2714,1.4875,7.1229,33,56,88,138.1476,62.5822,1.3968,4.861,94,118,164.5,0.4369,0.67816,0.15092
B6,DMSO,3,B6_tile_3_fused_tp_0,14,1467,713.0812,1177,1.3227,145.5535,159.3586,201.0211,6.116,14.0976,0.82694,0.79985,0.50892,1.5282,0.56551,525,30.0464,7,26.7014,10.4579,0,920.1684,145.1829,-0.10251,2.3699,809.25,924,1028,727.5848,129.6341,-0.65409,4.5118,664,728,808,3771.7881,1305.1119,0.088472,2.0271,2677.75,3686,4838.75,823.0952,387.6676,1.5774,6.5011,563.5,752,968.5,57.91,45.9184,2.8318,17.1676,28,47,75,149.8133,107.0507,2.7263,14.2127,80,131,186.25,0.44068,0.73596,0.16945
B6,DMSO,3,B6_tile_3_fused_tp_0,15,4388,1361.7155,3852,1.1459,159.6055,125.0686,203.3649,8.142,20.3122,0.92907,0.73425,0.66545,1.4289,0.76742,1207,19.5327,11,27.2479,19.4828,0,1052.8478,97.7984,-0.13807,2.9865,988,1056,1120,853.8335,97.5006,-0.25899,3.2219,794,866,916,4315.3545,1239.5342,0.087858,2.6533,3505.5,4291,5151.5,962.1135,365.8495,1.4921,6.0633,724,886,1104.75,121.7953,72.4868,1.484,5.8608,66,104,157,285.6081,126.0536,1.0001,3.1949,183,248,356.75,0.45057,0.70455,0.17114
B6,DMSO,3,B6_tile_3_fused_tp_0,16,115,90.6522,69.1667,1.1125,180.8696,127.0609,194.5478,2.4319,6.0335,0.98291,0.69011,0.65308,1.489,0.77283,135,30.8487,8,30.8645,14.1649,0,1021.3913,159.3139,-0.2406,1.8877,890.25,1042,1154.5,816.8815,115.2209,1.1316,4.3005,739,795,875.75,1219.8956,330.7597,-0.21378,2.5006,1006.75,1273,1445.5,445.7852,297.7975,0.76571,2.9596,182.25,403,622,133.4957,41.0593,1.2659,4.2036,102.25,123,153.5,160.7556,48.6034,1.2178,3.9408,128.25,147,178.75,0.43277,0.54444,0.24045
B6,DMSO,3,B6_tile_3_fused_tp_0,17,4198,1317.2251,3685.3333,1.1416,136.0183,114.2568,207.6458,8.1196,20.0146,0.92815,0.69946,0.61793,1.5181,0.72721,1270,31.5928,8,28.2928,18.6955,0,648.1065,113.7976,-0.18578,3.6696,581,647,721,605.8685,194.1741,-0.15425,3.5819,532,609,692,3479.4128,1273.0634,0.33921,2.653,2507,3447,4278,664.2402,242.6022,0.85154,5.0113,508,656,793,116.5529,76.5288,1.8354,8.3607,61,96,150,217.148,111.0668,1.9111,8.1745,149,193,250,0.48487,0.66782,0.15988
B6,DMSO,3,B6_tile_3_fused_tp_0,18,3109,1107.6176,2645.8333,1.1973,127.6661,139.4249,205.4773,7.3652,18.1081,0.90562,0.98153,0.70993,1.1824,0.71655,877,30.4252,11,33.217,10.6973,0,677.6111,98.0691,0.36154,3.2638,607,674,742,576.1562,110.0092,-0.43523,3.3033,513.75,587,651,3489.6526,1127.5616,0.27553,3.2304,2798,3489,4156.25,648.9727,273.462,1.2294,5.2269,446,605,795.25,58.3738,42.6664,2.5473,13.8014,30.75,48,74,155.9396,106.0708,2.1684,7.9597,93,120,172,0.4655,0.71429,0.14778
B6,DMSO,3,B6_tile_3_fused_tp_0,19,4033,1311.3979,3525.5,1.1707,157.6915,142.8334,211.1319,8.0747,19.7489,0.89602,0.79024,0.59645,1.4423,0.66633,1212,26.2347,11,32.4887,19.4828,0,1117.4451,166.3736,0.10058,2.6128,1000,1110,1235,839.4109,112.3605,0.0061734,2.695,759.5,841.5,915.5,2982.0852,951.6518,0.019586,2.3146,2245.75,3008,3712,670.3696,254.7208,0.916,4.2843,485,646.5,802.5,132.7721,74.7507,1.5084,5.7942,76,113,168,213.3795,70.0085,1.0041,5.0833,162,207,253.5,0.43121,0.64688,0.17691
B6,DMSO,3,B6_tile_3_fused_tp_0,20,1854,793.3201,1518.6667,1.2416,129.7319,137.6402,215.8204,6.3589,15.2418,0.90483,0.91245,0.59074,1.3305,0.61779,575,35.9169,6,26.6298,10.6973,0,649.0264,117.0204,-0.49739,3.5119,582,660,733,421.2052,160.5633,-0.24448,1.9192,260.25,470,543,3325.7751,1213.823,0.085544,2.42,2266,3502,4162,626.793,212.3081,1.9585,9.6187,491.25,592,715.75,81.4854,56.4845,1.4638,5.1947,41,68,103,121.5165,67.6411,2.0254,7.7821,77,101,139,0.41593,0.59763,0.1446
B6,DMSO,4,B6_tile_4_fused_tp_0,1,2470,893.2521,2110.3333,1.1227,131.1182,138.2927,160.1866,6.7227,16.7713,0.92997,0.7556,0.65334,1.4195,0.74429,893,33.7656,9,23.6136,15.6874,0,1155.3527,138.9978,0.075559,2.8509,1053,1153,1252,1237.5521,249.2405,-1.3426,5.2501,1176.5,1282,1384,2407.0928,622.4663,-0.33827,2.9989,2033,2480.5,2826,507.8354,271.0981,1.1697,3.3753,312,413,616.75,166.6729,115.9321,1.986,7.8709,89,132,201,491.7268,300.989,0.84093,2.7956,227.75,404,717.5,0.52649,0.75373,0.14273
B6,DMSO,4,B6_tile_4_fused_tp_0,2,2681,945.9121,2306.3333,1.1205,131.6624,157.4166,160.3808,6.8872,17.2359,0.92865,0.76811,0.66987,1.3908,0.75772,867,39.9119,10,29.4131,14.9606,0,1730.5431,236.0839,-1.2329,5.0459,1634,1771,1882,1302.0288,452.4388,-0.76022,2.3623,963.5,1458,1629,3323.718,1255.2421,-0.12219,2.0641,2261.5,3478,4294.25,485.5975,228.3972,1.0534,4.0255,329.25,440,598.5,173.6818,117.6485,2.3367,13.016,92,148,220.25,438.9631,271.4378,2.0622,10.0447,241.75,368,557,0.45153,0.71318,0.1123
B6,DMSO,4,B6_tile_4_fused_tp_0,3,157,118.1344,103.1667,1.1105,144.8535,130.3694,155.8025,2.6434,6.6932,0.94012,0.88164,0.78705,1.1985,0.83655,172,35.0355,11,26.0985,12.2171,0,1844.3567,166.0819,0.098344,1.9163,1697.75,1833,1980.5,1441.1221,116.3614,1.1948,4.6485,1359,1415,1489.5,984.6179,219.4484,0.52713,3.1346,827.75,974,1119.75,355.1163,218.3331,1.4462,4.7516,218.5,288.5,419,269.293,88.4161,1.3523,5.7567,207.75,252,316,337.4012,126.3769,0.66287,2.9492,241,317.5,407,0.43565,0.55751,0.22851
B6,DMSO,4,B6_tile_4_fused_tp_0,4,2048,790.5991,1731.8333,1.1336,162.0513,133.0908,161.2988,6.2903,15.7559,0.92335,0.94324,0.67798,1.2336,0.69778,696,33.5054,6,20.3213,15.5944,0,1214.5991,99.972,-0.97474,5.2208,1160,1226,1281,1122.0503,245.7174,-1.0032,3.7726,998.5,1184,1291,2230.1958,571.7264,-0.58499,2.6261,1871,2346,2655.5,532.9138,285.1758,1.2282,3.5898,339.5,433,626,303.7241,190.887,2.2408,10.5949,176,246.5,369.5,615.7816,387.677,2.0919,8.6883,344,501.5,772.5,0.49129,0.67045,0.15581
B6,DMSO,4,B6_tile_4_fused_tp_0,5,2061,814.1002,1730.8333,1.1678,159.4988,152.4663,164.9563,6.549,15.7892,0.91641,0.73926,0.52626,1.5804,0.60515,865,33.6978,15,28.343,16.8372,0,1402.5231,89.5235,-0.21037,3.0536,1346.75,1407,1464,1344.007,215.4358,0.62465,3.7258,1219.75,1317,1445.25,2602.8647,1039.031,0.0093264,2.1668,1681.75,2733,3386,409.1804,178.7188,0.76317,2.8544,269.75,365,525.5,763.9908,463.4165,2.8015,16.3049,458.5,675,910.25,1567.3561,787.5339,2.0624,8.4655,1084,1312,1847,0.48348,0.66029,0.11782
B6,DMSO,4,B6_tile_4_fused_tp_0,6,2438,923.6388,2072.5,1.175,148.7637,124.6239,165.8503,6.8447,16.6985,0.9033,0.85215,0.58046,1.3961,0.6268,877,27.013,11,22.9216,12.2171,1,1678.8085,158.3111,0.29077,2.791,1565,1667,1784,1394.8608,171.0526,-0.24132,2.8691,1276.75,1401,1522.5,3039.3425,980.2816,-0.20552,2.2781,2280,3177.5,3774,626.9099,305.1945,0.749,2.7528,390.75,552,842.25,279.016,215.902,2.3172,10.0306,140,200,337,593.455,373.9573,1.2445,4.8884,309.75,500,798.25,0.45665,0.71429,0.14801
B6,DMSO,4,B6_tile_4_fused_tp_0,7,2550,915.4358,2187,1.1235,119.258,129.8541,166.0365,6.7427,16.9504,0.9266,0.92254,0.68437,1.2446,0.71195,891,36.4413,9,24.4714,15.6874,0,1985.9427,270.7902,-1.0677,4.5469,1849,2041,2167,1553.2458,386.4155,-1.1344,4.1713,1408,1628,1811.75,3819.0969,1498.3958,-0.077405,2.0164,2569,3929,5042,581.037,285.3005,0.79673,2.8754,365,508,755.75,293.2757,221.4052,1.9346,7.8147,137,224,368,699.1381,375.9745,0.72231,2.8022,370,627,947.5,0.44372,0.73678,0.11449
B6,DMSO,4,B6_tile_4_fused_tp_0,8,2572,925.7697,2199.5,1.1319,144.6835,160.1372,167.2271,6.8079,16.999,0.92818,0.83287,0.64846,1.3501,0.70759,856,34.0381,10,25.9859,14.9606,0,1838.1505,178.1524,-0.90645,4.5093,1733,1863,1967,1734.5397,405.2553,-1.7944,5.7908,1656,1868,1986,3468.8489,1066.6055,-0.29398,2.2032,2606.5,3628,4288.5,643.3131,269.2399,0.40836,2.1472,426.5,595,860.5,269.5105,191.9502,2.3194,10.4115,140,214,331,716.722,518.7001,1.9121,6.8867,364,559.5,873.5,0.50067,0.72334,0.1409
B6,DMSO,4,B6_tile_4_fused_tp_0,9,2698,971.824,2305.6667,1.1514,173.5882,133.1742,171.7906,7.104,17.2722,0.92556,0.62313,0.6073,1.6254,0.74831,868,33.6106,8,25.314,15.5944,0,1866.686,210.3401,-0.91112,4.312,1756,1908,2009,1619.2028,386.8032,-1.1273,3.7575,1436.5,1729,1887,3494.3384,1182.7549,-0.16292,2.2915,2543,3626.5,4395,703.4459,376.5722,0.84577,2.8831,409.5,613,928,484.5319,299.8181,2.0594,8.1035,289,401.5,567,914.3272,438.3369,0.71237,2.7164,569,790,1245.5,0.47539,0.66303,0.14459
B6,DMSO,4,B6_tile_4_fused_tp_0,10,2545,910.5166,2177.6667,1.1207,159.4923,111.1407,175.2978,6.744,16.9393,0.93155,0.86881,0.67499,1.2955,0.72237,938,31.6773,11,25.7023,14.1833,0,1639.9072,198.0669,-0.0074049,3.6088,1518,1633,1763,1588.7335,440.159,-0.70501,3.0076,1383,1650,1885,2761.3293,977.7675,-0.13347,2.3025,1971,2900,3422,511.9456,245.8103,1.0311,3.3375,329,436.5,633,506.3383,339.0132,1.565,5.6788,254,397,653,1051.8187,520.2951,0.69463,3.4218,675,985,1354,0.50259,0.71274,0.13083
B6,DMSO,4,B6_tile_4_fused_tp_0,11,2569,924.9328,2196.6667,1.1318,123.9801,113.7466,179.7065,6.7987,16.9924,0.92013,0.78146,0.65782,1.3896,0.73852,878,32.4618,12,26.6925,17.0038,0,1915.3064,231.1135,0.12924,2.5331,1742.75,1914,2076.25,1606.9135,224.5651,-0.27016,2.4861,1454,1627.5,1775,3431.8879,1161.3483,0.005597,2.3544,2605,3403,4314.5,638.7734,286.2771,0.89102,3.7764,434,591,791,242.239,176.8337,2.3354,9.9749,128,189,290,573.3121,407.8522,1.6918,6.2315,275,469,717,0.45955,0.71277,0.14797
B6,DMSO,4,B6_tile_4_fused_tp_0,12,1951,774.1019,1639.6667,1.1512,139.5208,129.2168,179.9887,6.2863,15.5031,0.90744,0.77743,0.61404,1.4373,0.69093,791,13.6245,18,24.3935,16.3417,1,1885.797,297.9713,0.18219,2.3991,1654,1883,2099.75,1199.5778,185.3998,1.6277,7.3982,1079.5,1159,1284.75,3576.7981,878.9949,0.37175,2.9195,2953.25,3552,4147.75,940.3755,372.9181,0.55377,2.4867,629,872,1212.75,417.9139,218.9863,1.9361,7.9834,267,351,497.75,923.4514,488.365,1.5136,5.824,556,775,1181.75,0.381,0.68828,0.19711
B6,DMSO,4,B6_tile_4_fused_tp_0,13,2108,808.4431,1772.3333,1.1415,106.2633,132.5185,181.9881,6.4364,15.9083,0.92254,0.80661,0.60157,1.4203,0.66596,823,40.468,10,30.7758,18.119,0,1682.8363,254.8887,-0.88621,4.4715,1553.5,1711,1853,1154.9392,473.3606,-0.90448,2.5144,892.25,1340,1476.5,2973.9392,1229.3235,-0.14739,1.8772,1857,3146,3989.5,395.4714,194.5794,1.1179,4.3446,244.25,355,518.75,484.3411,407.3257,1.599,5.4189,189.5,319,657.5,726.3986,498.6969,1.3627,4.5755,341.5,568,966,0.4392,0.64036,0.1014
B6,DMSO,4,B6_tile_4_fused_tp_0,14,3028,1114.4183,2587.1667,1.2228,138.6017,107.2933,185.5112,7.1945,17.9495,0.881,0.83422,0.74374,1.2675,0.81096,857,29.3243,10,23.2787,10.5459,0,1826.007,137.3349,-0.046158,3.0361,1737,1823,1918,1712.4889,196.8971,-1.1176,4.9715,1653.75,1729,1828.25,2998.5371,672.6705,-0.45514,2.9742,2596.5,3097,3464.5,854.8985,387.633,1.2296,4.7902,560,759,1066.5,284.7272,151.2545,1.4915,5.4245,171,243,350,706.7083,351.587,1.2062,4.396,414.75,616,903.75,0.48677,0.71711,0.19684
B6,DMSO,4,B6_tile_4_fused_tp_0,15,136,106.6498,83.8333,1.1513,145.6765,109.3676,177.9706,2.5542,6.3804,0.91275,0.9032,0.74453,1.2138,0.7824,79,28.7914,9,21.4654,10.5459,0,1933.5956,141.9542,-0.37875,2.3426,1818,1949,2055,1827.9114,189.0151,-0.077745,1.6806,1647.75,1843,1995.25,2519.3604,458.0957,-0.068205,2.6813,2232.5,2537.5,2830.5,1001.114,426.6088,1.0697,3.1642,665.75,833,1212.5,498.2721,222.232,0.63798,2.3872,309.5,440.5,639.5,790.1772,209.1682,-0.08212,3.0581,672,825,915.5,0.48602,0.65192,0.24714
B6,DMSO,4,B6_tile_4_fused_tp_0,16,1941,759.0948,1629.3333,1.1336,124.2221,147.6677,184.7877,6.187,15.4766,0.90701,0.8289,0.65986,1.3434,0.7216,742,25.4567,13,23.9898,14.3801,1,1602.8042,216.6125,0.21064,2.4117,1429,1590,1762.25,1667.0243,208.13,0.37958,2.8292,1511,1645.5,1819,3065.2061,880.6619,0.35441,2.7503,2427.25,2975,3630,750.5256,344.4886,0.66064,2.6147,465,685.5,966,402.4075,269.3006,2.6399,13.0345,230,323,472.25,942.1779,660.0175,1.476,4.9774,457,728,1236,0.50858,0.69267,0.18727
B6,DMSO,4,B6_tile_4_fused_tp_0,17,2370,895.6354,2017.1667,1.1601,150.381,172.0278,184.43,6.7431,16.5418,0.90874,0.77399,0.60623,1.449,0.68346,861,37.5114,8,24.6681,16.3606,0,1889.1396,417.1898,-0.67654,3.3903,1639,1930.5,2196,1197.1335,485.2915,-0.60596,2.4358,869.75,1334,1496.25,2947.6008,1207.2495,0.030622,1.9025,1883,2960,3985,518.8839,238.8644,0.84919,3.3246,343,472,656,735.4194,376.9086,1.2701,4.9449,456,661.5,905,1171.7108,557.2605,0.25444,3.3158,829,1143,1557.25,0.40864,0.63342,0.13753
B6,DMSO,4,B6_tile_4_fused_tp_0,18,2350,863.5005,2004.6667,1.1231,159.5323,137.2443,186.4672,6.526,16.4952,0.91511,0.89913,0.72077,1.2346,0.75905,892,14.5015,16,24.0032,19.3416,1,1866.4077,113.6587,-0.067724,2.9592,1793,1864,1946,1725.9103,205.0896,-0.44354,3.3212,1601.5,1746,1872.5,3490.5344,947.6889,0.13681,2.3628,2741,3526.5,4147,868.0829,271.3803,-0.042799,2.2567,647,879.5,1073,458.5566,258.4615,1.6914,6.6603,270,382,575,1257.6479,802.9098,1.0362,3.7385,620,1059,1733,0.48366,0.73491,0.19961
B6,DMSO,4,B6_tile_4_fused_tp_0,19,3194,1095.4509,2752,1.1535,178.8372,136.0573,186.5805,7.4839,18.2717,0.91755,0.74173,0.56845,1.5265,0.65274,973,33.3417,9,26.6196,15.9563,0,1720.5256,136.5816,0.15204,2.9922,1624,1720,1810,1682.8654,204.5663,0.30348,3.3758,1539.75,1680,1808,3045.3816,809.1025,-0.16678,2.6347,2462,3135,3630,787.2209,376.841,0.49956,2.385,464.75,747,1037.25,628.6415,298.5416,0.96943,3.4911,395,551,813,1053.9867,349.9985,0.63351,3.4878,777,1009,1298,0.49412,0.64679,0.19243
B6,DMSO,4,B6_tile_4_fused_tp_0,20,1965,784.6996,1648,1.163,138.488,148.9827,186.0285,6.3557,15.5401,0.89931,0.74639,0.58149,1.5062,0.66594,679,16.1088,15,23.5825,14.3801,1,1838.3252,143.0854,-0.065036,2.5297,1736,1841,1942,1630.9543,148.4443,0.097987,3.1866,1534.25,1627,1722.5,3212.6584,713.4433,0.20213,2.5443,2702,3165,3695.5,974.5199,347.076,0.40015,2.6998,712.25,942,1215,555.1557,275.9425,2.2243,10.2904,372,473,644,946.7703,322.9307,1.2999,5.7646,685.5,883,1138,0.46915,0.65118,0.22936
B6,DMSO,4,B6_tile_4_fused_tp_0,21,1184,553.3737,957.6667,1.1778,125.3497,128.8209,188.1174,5.3605,13.1256,0.90658,0.99362,0.6366,1.2268,0.63864,501,21.518,10,20.407,14.0179,1,1623.1681,208.8835,0.072096,2.344,1452.5,1636.5,1771,1271.2036,193.5984,1.7117,7.8507,1151.75,1247,1346.25,3688.457,849.6043,0.36586,2.4624,3044,3585,4290,1084.968,399.2863,0.72312,3.2112,793.25,1013,1350,441.7238,218.0105,1.9353,7.8706,293,374.5,514.5,854.9182,516.9392,1.5245,5.4328,461.75,716,1069.5,0.43246,0.65658,0.22031
B6,DMSO,4,B6_tile_4_fused_tp_0,22,244,174.1025,165,1.1967,158.3607,156.8115,187.7049,3.1896,7.7529,0.88727,0.85467,0.59284,1.3817,0.6393,213,25.0975,12,22.1297,12.3314,1,1494.2131,97.8665,0.61937,3.4747,1424,1485.5,1550.5,1485.4507,148.3242,0.11516,2.8858,1382.75,1478,1591.25,1747.8484,269.6701,0.014791,2.5894,1561,1748.5,1914,732.9906,317.8048,1.0579,4.2913,486.25,654,921,625.6721,312.9978,1.358,4.5131,390.5,526.5,771.5,1110.6572,653.1526,0.83561,2.8985,556.75,970,1538.75,0.49873,0.64818,0.27222
B6,DMSO,4,B6_tile_4_fused_tp_0,23,2121,811.5122,1801.3333,1.1335,161.8114,166.3767,194.6808,6.3522,15.9409,0.91383,0.80584,0.68739,1.3394,0.7613,745,35.241,9,25.3784,12.3314,0,1322.5554,137.5232,-0.64616,4.2795,1244,1330,1417.25,1176.5194,331.7795,-1.1833,3.456,1063.75,1287,1406,2593.115,923.1385,-0.081422,1.8847,1781.75,2678,3362.25,549.243,214.4212,0.85192,4.0248,397,503,682,366.744,253.2721,2.023,8.2311,199,280,455,675.702,473.1895,1.8538,6.6351,356,533,805,0.49178,0.6556,0.15813
B6,DMSO,4,B6_tile_4_fused_tp_0,24,2394,921.775,2014.6667,1.1949,126.9227,164.9904,198.9925,7.0027,16.5975,0.90102,0.68973,0.50066,1.6801,0.5926,916,36.1637,11,30.2008,16.2281,0,2101.1899,322.9981,-0.61726,4.0104,1894,2122,2332,1506.6703,329.4319,-1.3932,5.0419,1408,1577,1709.5,3223.3245,1159.9987,-0.29063,2.0097,2276,3451,4159,583.2915,275.1638,0.81603,2.8093,373.5,502.5,755.5,533.8793,300.9557,1.6092,6.0386,316,442.5,668,1070.0775,540.846,0.49418,2.2864,560.5,996.5,1495,0.42633,0.69249,0.1271
B6,DMSO,4,B6_tile_4_fused_tp_0,25,2197,830.3465,1862.3333,1.1343,165.1548,105.0578,198.6231,6.47,16.1291,0.90785,0.75984,0.65119,1.4174,0.74005,822,36.8532,11,27.4881,15.7494,0,1822.3718,219.099,-0.63414,3.8756,1699,1838,1970,1396.8126,386.9924,-0.99511,3.1758,1231,1498,1673,2589.207,909.7391,-0.16612,2.1279,1859.25,2693,3277,551.1533,268.2439,1.1409,4.2118,343,497,692,584.6227,686.3132,4.2752,27.5971,238,366,651,1298.736,1776.8389,3.3726,15.6727,384,692,1395,0.44904,0.65406,0.1558
B6,DMSO,4,B6_tile_4_fused_tp_0,26,2188,823.529,1857.5,1.127,149.7637,108.1842,197.4456,6.3476,16.1071,0.91702,0.87494,0.7688,1.2167,0.82008,611,28.2856,9,19.5668,13.988,1,2042.2898,172.2409,0.3059,3.0127,1922,2030,2160,1738.1359,151.0404,-0.7074,3.8583,1661.25,1752,1840.5,3535.792,752.1643,-0.19074,2.8811,3017,3620,4051,1068.6235,420.3814,0.62299,2.8207,738.5,1003,1345.75,316.8131,148.5789,1.1138,3.7762,203,272.5,401,613.3764,278.8453,0.8481,3.9174,376.25,588,803.75,0.46325,0.68332,0.21696
B6,DMSO,4,B6_tile_4_fused_tp_0,27,2266,871.1338,1914.8333,1.1682,136.5618,127.034,200.6452,6.7108,16.2962,0.91041,0.74112,0.56815,1.5276,0.65262,819,15.994,18,24.0818,16.2496,1,2291.9573,201.0788,0.17588,2.8628,2152,2276,2433,1912.2014,202.8683,-0.27607,2.7167,1777,1933,2055,4111.0361,978.5154,-0.15256,2.6374,3409,4245.5,4785,1047.3553,303.723,1.1181,4.5846,832,984,1204,400.6077,187.1756,2.0204,8.6146,271,339.5,467,764.0208,418.7878,1.1855,3.6648,438.25,619,975.5,0.45925,0.6458,0.18816
B6,DMSO,4,B6_tile_4_fused_tp_0,28,1725,715.7738,1442.8333,1.1592,173.7768,154.3646,197.9704,6.0804,14.8798,0.90694,0.81317,0.57901,1.4366,0.63867,762,34.7283,8,22.7238,17.2709,0,1546.5021,248.2483,-0.013262,2.2759,1343,1560,1737,1261.1141,293.2338,-0.37566,2.7607,1075,1277,1491,2411.6921,857.0745,0.33425,2.4847,1767.5,2327,3007.75,623.1863,273.1113,0.61319,3.1969,436,598.5,790,310.9681,164.4098,1.3633,4.8547,191,261,384.25,572.2139,326.0211,1.7261,6.0459,367,485.5,651,0.45012,0.65037,0.20458
B6,DMSO,4,B6_tile_4_fused_tp_0,29,2118,822.8805,1776.6667,1.16,115.4292,131.6922,197.5958,6.5347,15.9334,0.90397,0.69058,0.6113,1.5362,0.72318,776,31.3367,8,21.9042,14.0179,0,1849.4722,256.9024,0.5583,3.4502,1667,1825.5,2012,1478.9974,186.8251,0.80367,4.5246,1364,1458,1572.5,2997.9893,920.726,0.21737,2.7735,2332,2972,3602,806.7268,351.6684,0.32657,2.538,535.5,794,1029.5,467.2101,214.6542,1.8986,8.5854,317,418,547,799.7384,322.3089,1.2256,5.2997,558.5,706,1000.5,0.44404,0.62811,0.21083
B6,DMSO,4,B6_tile_4_fused_tp_0,30,1695,721.2204,1393.5,1.1954,140.3375,155.8997,199.8608,6.0839,14.793,0.88189,0.74735,0.59137,1.494,0.67687,590,23.2697,12,22.4886,15.5755,1,1727.4059,261.3567,0.16638,2.3202,1523,1720,1915,1271.9034,144.0589,0.54709,2.9876,1159,1260,1369,3252.689,854.4691,0.018604,2.322,2579.5,3283,3875.25,936.5,325.7517,1.0205,5.0667,710,891.5,1109,402.3534,181.5809,1.6995,6.7546,277,347,476.75,720.0797,368.8703,1.0057,3.1564,415,594,965,0.42282,0.63124,0.21356
B6,DMSO,4,B6_tile_4_fused_tp_0,31,721,393.7333,551,1.2114,154.8031,120.9986,199.9071,4.6972,11.1253,0.92199,0.70196,0.52011,1.6366,0.61118,321,19.3833,13,22.246,9.2718,1,1978.1997,151.4944,-0.21543,2.8813,1874.5,1988,2088,1613.9065,116.5999,0.92275,4.1205,1541.5,1592,1668,3383.2302,626.2205,-0.35374,2.2431,2904.5,3465,3887.25,1206.5421,443.6899,0.57228,2.9832,838,1151,1494,589.6061,165.4619,1.6756,7.7798,472,554,667,1065.1277,369.2874,2.2101,9.7848,815.75,1020,1174.5,0.44469,0.64803,0.24935
